10200, iter_0: 9765680, 4721905, 9762249, 9782115, 9770799, 9787487, 9789747, 9777767, 9789616, 7857085, 9788400, 9771568, 9741832, 9462468, 9774352, 8312804, 9765545, 9783237, 9272340, 7079122
10200, iter_1: 9652905, 9783291, 8608638, 9293016, 9785260, 9544516, 9373684, 9785973, 8438145, 9223506, 9787564, 9774555, 8462836, 9767765, 9508386, 9767637, 8076727, 9420101, 9749830, 9493113
10200, iter_2: 9448754, 9693778, 9780447, 9740237, 9448302, 9654479, 9760140, 9526644, 9501278, 9220683, 9788736, 9740182, 9782378, 9772903, 9782319, 9529717, 9766620, 9452817, 9738769, 9705312
10200, iter_3: 9777505, 9687598, 9772219, 9613265, 9738456, 9344891, 9733721, 9789018, 9298242, 9786204, 9553263, 9765010, 9320267, 9539852, 9698154, 9783643, 9565560, 9584263, 9787659, 9084355
10200, iter_4: 9784559, 9639962, 9780769, 9776855, 9785310, 9500202, 9513821, 9623883, 9775079, 9744070, 9790859, 9779150, 9769370, 9737442, 9775277, 9779227, 9615673, 9738303, 9267942, 8113223
10201, iter_0: 9772660, 9778827, 9782115, 9789975, 8494970, 9785923, 9779509, 9765680, 4721905, 9762249, 9777320, 9772343, 9711857, 9738303, 9783291, 9781656, 9771842, 9772957, 9774527, 9765713
10201, iter_1: 9772575, 9774163, 9655635, 9714487, 9754794, 9770491, 9771237, 9786560, 9777621, 9777156, 9775207, 9780267, 9771333, 8247759, 9666166, 9787863, 9764079, 8550850, 9780730, 9775484
10201, iter_2: 9776148, 9778645, 9767697, 9767490, 9769514, 9780447, 9448535, 9790344, 9477335, 9699625, 9771995, 9226010, 9457535, 8150284, 9777969, 9784444, 9782319, 9768308, 7321196, 9788184
10623, iter_0: 9775733, 9771576, 9705749, 9773290, 9737442, 9783237, 9772711, 9223506, 9789747, 9737083, 9738944, 9782836, 9738210, 9765680, 9762249, 9782311, 9769370, 9711857, 9741832, 9303261
10623, iter_1: 9778028, 9773015, 9779181, 9672384, 9778915, 9772380, 9776152, 9776070, 9774074, 9775484, 9754241, 9780925, 9456119, 9741144, 9779538, 9674571, 9627478, 9376315, 9424722, 9683742
10623, iter_2: 9777043, 9773962, 9242051, 9257304, 9749830, 9789694, 9782468, 9772168, 8312804, 9786567, 6965775, 9779345, 8608638, 9376116, 9503500, 9594550, 9293016, 9436048, 9288740, 9781158
10623, iter_3: 9776851, 9744513, 9728471, 9778381, 9774363, 9776014, 9550308, 9759966, 9786289, 9789647, 9726237, 9402410, 9423887, 9781878, 9787332, 9782378, 9775703, 9766146, 9716537, 9747633
10623, iter_4: 9778257, 9781506, 9193455, 9785665, 8488798, 9781656, 9462468, 9775079, 9483797, 9771691, 9344933, 9713719, 9775056, 9376034, 9787261, 9765545, 9785923, 9757866, 9773779, 9544516
10701, iter_0: 9769370, 9771691, 9770400, 9673285, 9758170, 9737442, 9771568, 9671924, 9696204, 9703482, 9772026, 9729924, 9778257, 9774527, 9780020, 9454007, 9657781, 7303601, 9772228, 8389835
10701, iter_1: 9384474, 9191546, 9565423, 9779184, 9364014, 9783800, 9772442, 9774382, 9780498, 9783183, 8812424, 9614130, 9402310, 9749830, 9522697, 9778302, 9741832, 9779316, 9531110, 9780372
10701, iter_2: 9778007, 9306867, 9769559, 9766007, 9787931, 9766140, 9771995, 9780302, 9785032, 9384041, 9772344, 9695726, 9770627, 9783585, 9777406, 9784805, 9313629, 9788067, 8582542, 8345701
10701, iter_3: 9779288, 8519225, 9771473, 9737687, 9789423, 9781362, 9785000, 9783075, 9511021, 9774506, 9772733, 8139464, 9772453, 9772543, 9671393, 9624591, 9760170, 9771166, 9788043, 9782879
10701, iter_4: 9777804, 9771855, 9344933, 8189648, 9572972, 9759717, 7819000, 7629829, 9589304, 7857085, 9784080, 9790406, 9744070, 9777858, 9224194, 9663801, 9784696, 9782468, 9781080, 9783291
10971, iter_0: 9780020, 9776041, 9771691, 9776420, 9772228, 9762249, 9748060, 9781656, 9783237, 9376034, 9462468, 9779509, 9242051, 9785665, 6965775, 9789616, 9772168, 9781158, 9776148, 9769370
10971, iter_1: 7516793, 8608638, 8438145, 9782319, 9429236, 9757698, 9781080, 9685856, 9581706, 9376116, 9765713, 9770450, 9734575, 9749034, 9404462, 9721993, 9670324, 9772433, 9789922, 9223506
10971, iter_2: 9775648, 8345701, 9779184, 9775927, 9627478, 9356238, 7986260, 8189648, 9680947, 9597965, 9230665, 9402377, 8312804, 8881380, 9783075, 9734145, 9606510, 9773279, 8150284, 9690499
10971, iter_3: 9775701, 9772706, 9761311, 9776394, 9775855, 9482177, 9775776, 9782438, 9785404, 9639962, 9734018, 9783197, 9692521, 9788823, 9709506, 9496568, 9789327, 9623883, 9773543, 9784444
10971, iter_4: 9782115, 9782836, 9594550, 9765680, 9365053, 9685524, 9430485, 9787261, 9257304, 9430788, 9652905, 9785062, 9773779, 9341193, 9462679, 9768451, 9770799, 9589304, 9460933, 9779417
11132, iter_0: 9771325, 9768451, 9768177, 9779242, 9778351, 9778942, 9777768, 9774352, 9777492, 9766007, 9777969, 9772367, 9776497, 9776087, 9772706, 9729924, 9777705, 9769559, 9772168, 9768308
11132, iter_1: 9548961, 9771237, 9777704, 9771051, 9766464, 9788388, 9768793, 9790040, 9060044, 9095356, 9773857, 9784244, 7505944, 9772185, 9776184, 9404462, 9434782, 9766441, 9364014, 9655910
11132, iter_2: 9780020, 9777182, 9775596, 9775776, 9783667, 9789977, 9724867, 9773392, 7865155, 7941155, 9739106, 9785032, 9695515, 9783404, 9785062, 9279338, 9789316, 9744513, 9790002, 9781705
11609, iter_0: 9773292, 4721905, 9776041, 9780019, 9777768, 9765172, 9727076, 9767481, 9769387, 9770799, 9733666, 9621194, 9704739, 9773412, 9777406, 9729924, 9777320, 9721993, 9385902, 9776420
11649, iter_0: 9759717, 9778257, 9772957, 9776385, 9780019, 9777406, 9788720, 9775647, 9637076, 8345701, 9772343, 9772228, 8389835, 9429236, 9685856, 9779509, 9242051, 9430788, 9376034, 6965775
11649, iter_1: 9777307, 9775207, 9703727, 9775486, 9549384, 9774358, 9786244, 9350294, 8431740, 9673382, 9788393, 9783183, 9376012, 9776246, 9597965, 9479487, 9289017, 9685695, 9786359, 9665648
11649, iter_2: 9772297, 9777969, 9767903, 9777693, 9777705, 9744513, 9462890, 9777324, 9430485, 9788736, 9250958, 8632085, 9743914, 7941155, 9738769, 9788328, 9781859, 9267942, 9526644, 9276044
11649, iter_3: 9759966, 9772453, 9773003, 9780498, 9778074, 9754794, 9771869, 9775648, 9779019, 9773866, 9776377, 9573996, 9773248, 9779520, 9785000, 9758882, 9788752, 9775297, 9784281, 9777228
11649, iter_4: 9193455, 9737442, 9376116, 9787487, 8488798, 9778845, 9508386, 9550399, 9782645, 9756868, 9779285, 9594550, 8189648, 9635515, 9788067, 9789975, 9783657, 7986260, 9782726, 9738303
11724, iter_0: 9772925, 9783952, 9703482, 9776420, 9772228, 9755800, 9679835, 9778827, 9765713, 9709555, 8312804, 9768311, 9542727, 9767725, 9749034, 9790038, 7629829, 9671924, 9783891, 9778845
11724, iter_1: 9772635, 9783075, 9773275, 9771333, 9746810, 9775763, 9775716, 9784869, 9310988, 9665755, 9566489, 9707685, 9778718, 9789393, 6864823, 9789642, 9640410, 9777026, 9608065, 9652905
11724, iter_2: 9791134, 9733003, 9777043, 9341193, 9776148, 9694022, 9699564, 9766007, 9790689, 9778158, 9767490, 9470078, 9776176, 8608638, 9784444, 9589304, 9727076, 9735670, 9502244, 9785209
11951, iter_0: 9780019, 9775733, 9784696, 9774555, 9777406, 8345701, 9780020, 9777768, 8462836, 9788067, 9733666, 9430788, 9737442, 9785260, 9376034, 9772228, 9777804, 9546097, 9303261, 9584404
11951, iter_1: 9771888, 9779674, 9775927, 9777492, 9759839, 9672915, 9135506, 9760078, 9782046, 9634803, 9754265, 9780547, 9777397, 9789711, 9499738, 9357921, 9788521, 9740907, 9776176, 9598395
11951, iter_2: 9772343, 9765713, 9777320, 7516793, 9581706, 9782311, 9724867, 7857085, 9762249, 9544516, 9376116, 9460933, 9685524, 7986260, 9782633, 9782319, 9279095, 9789616, 9776420, 9249923
11951, iter_3: 9774506, 9777464, 9770551, 9773295, 9771764, 9724764, 9663728, 9775903, 9106131, 9541102, 9756785, 9695071, 9561537, 9779641, 9647988, 9610739, 9778628, 9774158, 9692521, 9537767
11951, iter_4: 9773292, 9776385, 9668072, 9685856, 9550399, 9777767, 9779285, 9454007, 9784839, 9430485, 9373684, 9769387, 7079122, 9773779, 9774013, 8418229, 9783237, 9759717, 9738210, 9765172
11986, iter_0: 9780020, 9775717, 9779509, 9777767, 9776148, 9780283, 9703482, 9783657, 9782319, 9790325, 9698306, 9772228, 9454007, 9727076, 9787487, 9762249, 9257481, 9787261, 9772026, 9772711
11986, iter_1: 9772104, 9770450, 9730183, 9695726, 9768308, 9766088, 9772291, 9776176, 9780447, 9775776, 9779411, 9544516, 9782083, 9376116, 7321196, 9429236, 9780561, 9788653, 9788184, 9699625
11986, iter_2: 9223506, 9748060, 9581706, 9685856, 9670324, 9293171, 9648242, 9765713, 9785260, 7984796, 9288740, 9701366, 9776420, 9721993, 9404462, 8438145, 9376034, 9785062, 9777804, 9777768
12016, iter_0: 9778158, 9770799, 9789747, 9765680, 9462468, 9779285, 9772026, 9784839, 9781158, 8488798, 9713719, 9462679, 9716371, 9773962, 9707338, 9769370, 9785799, 9657781, 9783291, 7819000
12016, iter_1: 9772629, 9772099, 9767546, 9779181, 9770126, 9728819, 9777492, 9771127, 9740530, 9789974, 9774383, 9674856, 9735725, 9769605, 9788495, 9775347, 9789721, 9788797, 9469825, 9782769
12016, iter_2: 9685524, 9771568, 9790325, 9223506, 9581706, 9787487, 9785062, 9267942, 9698306, 7067172, 9257304, 9711857, 9741832, 9373684, 9776420, 9376034, 9648242, 8438145, 9749830, 9384497
12016, iter_3: 9773084, 9716537, 9778788, 9772635, 9565560, 9596415, 9772221, 9788621, 9773279, 9498041, 9782180, 9784138, 9778787, 9707175, 9544516, 9384813, 9448326, 9786955, 9695851, 9737687
12016, iter_4: 9781656, 9771576, 8076727, 9738210, 8222657, 9279095, 9493113, 9772433, 9270363, 9778102, 9789694, 9735393, 9781080, 9740266, 9549743, 9789644, 7516793, 9782319, 9193455, 9780561
12286, iter_0: 9758170, 9727076, 9771896, 9773290, 8462836, 9765545, 9772343, 9777804, 9769370, 9789975, 9778922, 9785260, 9774013, 9748060, 9779509, 9777043, 9657781, 9776148, 9780020, 9780193
12286, iter_1: 6965775, 9770425, 9771576, 9785799, 9767725, 9738210, 9772957, 9778102, 9503500, 9768451, 9781656, 9782319, 9283100, 9782633, 9429236, 7662811, 9779345, 9493113, 9770799, 9376116
12286, iter_2: 9775985, 9743870, 9779383, 9775708, 9773378, 9771166, 9778627, 9778236, 9771473, 9776234, 9728349, 9753689, 9778628, 9674639, 9778787, 9785049, 9777705, 9705178, 9765759, 9769497
12517, iter_0: 9781656, 9462468, 9789694, 9787487, 9544516, 9376034, 9757866, 9785665, 9257304, 8608638, 9780517, 9782311, 9376116, 9594550, 9782319, 9780561, 9785973, 9738729, 9242051, 9550399
12517, iter_1: 9762249, 9772866, 9780472, 9770126, 9774383, 9779370, 9674571, 9778627, 9787739, 9785892, 9781838, 9773295, 9640246, 9788043, 9724764, 9462167, 9711857, 9532831, 9443589, 9341375
12517, iter_2: 9776394, 9772903, 9771355, 9770799, 9789704, 9738303, 9771855, 9382871, 9777705, 9776862, 9737083, 9783291, 9783891, 9685695, 9637076, 9496568, 9768177, 9499738, 9374325, 9279095
12517, iter_3: 9778110, 9702117, 9733713, 9789974, 9667806, 9789001, 9787855, 9765185, 9775142, 9738968, 9774826, 9596415, 9788466, 9788760, 9705454, 9778168, 9774574, 9654458, 9297027, 9782360
12517, iter_4: 9789747, 9774352, 9685524, 9707338, 9713719, 6965775, 9781523, 7067172, 9738944, 9223506, 9781080, 9429236, 9767637, 9782495, 9776420, 9460933, 9782645, 9777043, 9581706, 9735704
12598, iter_0: 9777043, 9778102, 9776420, 9770799, 9748060, 9267771, 9789694, 9707338, 9776385, 9784696, 9773962, 9778827, 9737083, 9788067, 8345701, 9770450, 7303601, 9242051, 9773290, 9790325
12598, iter_1: 9762249, 9551155, 9749830, 9698306, 9774013, 9776148, 9288740, 9376034, 8076727, 9733666, 9783803, 8312804, 9460933, 8024126, 9384497, 9782319, 9738729, 9696204, 9688630, 9701366
12598, iter_2: 9777822, 9772866, 9779891, 9522517, 9776442, 9603337, 9565788, 9761926, 8007684, 9434608, 9779642, 9772862, 9778780, 9761287, 9725132, 9772601, 9772363, 9744513, 9786694, 9786566
12718, iter_0: 9773290, 9771691, 9771855, 9776256, 9757698, 9770400, 9771896, 9462468, 9781656, 9757866, 9776041, 9785665, 9778257, 9782633, 9293016, 9670324, 9789694, 9549743, 9789747, 9283100
12718, iter_1: 9776917, 9775985, 9780476, 9775142, 9733713, 9771224, 9769306, 9683127, 9770126, 9770604, 9771187, 9780472, 9789418, 9203696, 9701899, 9684324, 9780580, 9498042, 9786230, 9781902
12718, iter_2: 9762249, 9782059, 9560474, 9767637, 9544516, 9267942, 9698306, 9679835, 9782115, 9657781, 9785799, 9741832, 9788720, 9376116, 9788067, 9376034, 9775717, 9713255, 9785260, 9781080
12718, iter_3: 9769504, 9778718, 9770592, 9771846, 9774764, 9779520, 9774363, 9085457, 9787524, 9764622, 9767546, 9730183, 9789810, 9346364, 9768481, 9790344, 9766722, 9776691, 9341015, 9460312
12718, iter_4: 9787564, 9648242, 9783291, 9685524, 9279095, 9756020, 9584404, 9782311, 9257304, 9765545, 9790325, 8488798, 7516793, 6882836, 7984796, 9766264, 9707338, 9311568, 9242051, 9788361
12750, iter_0: 9747690, 9778645, 9774461, 9772026, 9775855, 9767268, 9765777, 9777705, 9787301, 9777492, 9673285, 9703482, 9766211, 9251472, 9765943, 9790325, 9773203, 9651719, 9257304, 8222657
12750, iter_1: 9376116, 9780561, 9772104, 9762249, 9594550, 9777804, 9789922, 7516793, 9776148, 9776420, 9376034, 9735670, 9679835, 9749830, 8608638, 9781080, 9738729, 9741832, 9721993, 9670324
12750, iter_2: 9692521, 9695726, 9770102, 9648242, 9293016, 9238262, 9785062, 9663801, 9698306, 9734061, 9700074, 9748060, 9777182, 9771568, 9448754, 9680209, 9506462, 9652905, 9288740, 7985048
12750, iter_3: 9775486, 9779427, 9145316, 9779285, 9482380, 9106131, 9773857, 9299282, 9769341, 9054709, 9402377, 9776560, 9774429, 9775900, 9698128, 9230665, 9779620, 9719360, 8873639, 9773316
12750, iter_4: 9770451, 9778021, 9458293, 9449226, 9775596, 9629026, 9269607, 9777036, 9776882, 9279451, 9235972, 9765551, 9162402, 9775794, 9775183, 9770045, 9714625, 9791134, 9772706, 9709506
